KODE_KL,NAMA_KL,KODE_SATKER,KODE_BARANG,NUP,NO_DIPA,NO_SP2D,TGL_SP2D,NILAI,KODE_AKUN,UR_AKUN,NOREG,JENIS_TRANSAKSI,UR_JNS_TRANSASKI,TGL_BUKU,NO_BUKTI,JENIS_PEMELIHARAAN,PIHAK_PEMELIHARA,URAIAN_UNIT_PEMELIHARA,UNIT_PEMEILHARA,KETERANGAN,TERAKHIR_YN
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,4,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,5f0ebba46a5423e9208cd19dacdc7d73a950672877c3c9203d358ac02ba47b1f,4/27/2015,89500,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,dec1bea1ee997b4cb099b424ecb92ef5d3c5fa75146aa241fb8fba2ecf3fc5cf,,,,,882e1b80006b103111ac279cda06fe6c5a19df8aede067a56f0403d2da1d334c,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,5f0ebba46a5423e9208cd19dacdc7d73a950672877c3c9203d358ac02ba47b1f,4/27/2015,89500,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,0ad035383b85b9ad190e5ef1939c4c42ca5c47b86dd0e13e272e2695bfcfe549,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,9a1c5f49ae0ee0dcef47c15c50cc1c14fb27c932da3f68efd03237b434939305,3/25/2015,197000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,30566d949c96cfb85715a53ca1c639630c41045ce52be337caef286d35f40389,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,6,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,9a1c5f49ae0ee0dcef47c15c50cc1c14fb27c932da3f68efd03237b434939305,3/25/2015,394000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,80bbc92dabc5c1ba9a564eea4474fb60d3ea13d38ba973912036ef5d88641358,,,,,0f513617459efddb025f09ef68b027d73049eb0a38a28d5143c203ca0d455834,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,4,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,e68b2794c1093fd7d49aff59569b7501f9a6921b4e53291b500a75ab63511015,6/9/2015,452000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,dec1bea1ee997b4cb099b424ecb92ef5d3c5fa75146aa241fb8fba2ecf3fc5cf,,,,,7aad526a02c54c60483cbaa72a057af4ac2ae3c0e55c14c83204150f76284da3,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,e68b2794c1093fd7d49aff59569b7501f9a6921b4e53291b500a75ab63511015,6/9/2015,226000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,7aad526a02c54c60483cbaa72a057af4ac2ae3c0e55c14c83204150f76284da3,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,3,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,8c2fbc9433ce1c6e4c0b0758fe37c3ede9e23acdb97fd9226a63365de73825bd,8/18/2015,91500,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,4098b7061557cfd2e23e14ea11f2fd506f4f04f92ab76ce12bcc01e3cbdca628,,,,,6286dc0b292b725b5b52b881e9c38ac46c4886cca9b7270b9aaa8d5ac6f78aec,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,8c2fbc9433ce1c6e4c0b0758fe37c3ede9e23acdb97fd9226a63365de73825bd,8/18/2015,230000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,7aad526a02c54c60483cbaa72a057af4ac2ae3c0e55c14c83204150f76284da3,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,8c2fbc9433ce1c6e4c0b0758fe37c3ede9e23acdb97fd9226a63365de73825bd,8/18/2015,128000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,9df6b026a8c6c26e3c3acd2370a16e93fffdc0015ff5bd879218788025db0280,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,6,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,8c2fbc9433ce1c6e4c0b0758fe37c3ede9e23acdb97fd9226a63365de73825bd,8/18/2015,466000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,80bbc92dabc5c1ba9a564eea4474fb60d3ea13d38ba973912036ef5d88641358,,,,,7aad526a02c54c60483cbaa72a057af4ac2ae3c0e55c14c83204150f76284da3,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,b5f186c09741ec40f99717e6de131c96eee39510127861396707e1eabfb84356,432cfcb4aedf08e279314a8e30b858d8f5d9849286a48ad7e09ba2fda19b3ab4,5/12/2016,90000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,321276d2b0b59f72332c366dc6e975ae2df1be24b0816bd9962cab5dec2de669,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,cb83605e8921b1df64ead82dded867e0876808d69b9ed7a9758877bb27c5d421,c8684cb613ed1d20be87d3b178f21a6b53a92b6331c804bd577abf22f15fbfc2,2/23/2016,40000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,6f862951679b04e4f4aee29ced688c0163c69041b26b29cccd02c307fe68b492,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,6,f85c8493a1d785d97344e4d94ab96bb8733a52df98528add0606ad633a55933c,8c2fbc9433ce1c6e4c0b0758fe37c3ede9e23acdb97fd9226a63365de73825bd,8/18/2015,90000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,80bbc92dabc5c1ba9a564eea4474fb60d3ea13d38ba973912036ef5d88641358,,,,,5c03804d812f5457a3d9921575c566242966f2ff256a0c54add01c9222bc3ae4,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
da4ea2a5506f2693eae190d9360a1f31793c98a1adade51d93533a6f520ace1c,ff5b02bdeb08cfa3033ef2bdc72f969ee08542d4dac68b309b8cdc67b0ae1229,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,3020104001,5,b5f186c09741ec40f99717e6de131c96eee39510127861396707e1eabfb84356,432cfcb4aedf08e279314a8e30b858d8f5d9849286a48ad7e09ba2fda19b3ab4,12/5/2016,90000,8da4d5df37fd54233e50ec4af0b5f54eaa392608ba311b52fa2157dd004fdc6d,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,42b8c267cdbb6cd617393a0bb2dd9b3a4686fb936301e8634f52b55b95e82d44,,,,,321276d2b0b59f72332c366dc6e975ae2df1be24b0816bd9962cab5dec2de669,Kementerian Lembaga (K/L),7514e219d367972988e6e0bf1603f5e639dc7ad33880f44739c52d587229a486,33004c7056d7ccf3ef30914250991cbe155c564724142692bff81ade009a373f,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,N
