KODE_KL,NAMA_KL,KODE_SATKER,KODE_BARANG,NUP,NO_DIPA,NO_SP2D,TGL_SP2D,NILAI,KODE_AKUN,UR_AKUN,NOREG,JENIS_TRANSAKSI,UR_JNS_TRANSASKI,TGL_BUKU,NO_BUKTI,JENIS_PEMELIHARAAN,PIHAK_PEMELIHARA,URAIAN_UNIT_PEMELIHARA,UNIT_PEMEILHARA,KETERANGAN,TERAKHIR_YN
A,KEMENTERIAN A ,FF,3020101003,2,DIPA-FF,187000000000000.0,2016-1-2 00:00:00.000,173900,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan YVEY,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020102003,2,DIPA-GG,177000000000000.0,2019-1-21 00:00:00.000,2911400,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,GG,3020105003,6,DIPA-GG,176000000000000.0,2019-4-11 00:00:00.000,6021100,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan WNNY,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,GG,3020104003,2,DIPA-GG,209000000000000.0,2018-4-13 00:00:00.000,1800900,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan YIID,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,AA,3020101003,4,DIPA-AA,164000000000000.0,2019-12-16 00:00:00.000,9428300,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,EE,3020105003,3,DIPA-EE,203000000000000.0,2020-3-10 00:00:00.000,6510100,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan OSNT,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,BB,3020105003,4,DIPA-BB,190000000000000.0,2016-11-14 00:00:00.000,3300100,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Lampu,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,CC,3020101003,5,DIPA-CC,209000000000000.0,2018-1-18 00:00:00.000,6580100,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan SOTT,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,BB,3020105003,6,DIPA-BB,208000000000000.0,2018-2-22 00:00:00.000,43906900,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan VPHB,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,BB,3020102003,6,DIPA-BB,187000000000000.0,2018-6-10 00:00:00.000,18047200,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan VZCZ,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,CC,3020102003,4,DIPA-CC,169000000000000.0,2019-3-25 00:00:00.000,6011600,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan FFDQ,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,II,3020102003,6,DIPA-II,169000000000000.0,2016-2-6 00:00:00.000,2407300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan ZNVM,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,II,3020105003,4,DIPA-II,205000000000000.0,2016-12-7 00:00:00.000,8432400,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan VYSN,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,II,3020103003,5,DIPA-II,173000000000000.0,2019-6-22 00:00:00.000,6775900,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan BDRP,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,DD,3020104003,2,DIPA-DD,189000000000000.0,2017-8-19 00:00:00.000,2613400,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan MZHZ,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,EE,3020103003,1,DIPA-EE,183000000000000.0,2018-4-17 00:00:00.000,818000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan PYTY,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,HH,3020102003,4,DIPA-HH,178000000000000.0,2018-4-6 00:00:00.000,7274400,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan YPIT,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,JJ,3020101003,3,DIPA-JJ,165000000000000.0,2020-3-1 00:00:00.000,2713500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan UQCJ,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,HH,3020103003,1,DIPA-HH,172000000000000.0,2019-5-8 00:00:00.000,405000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan YUYM,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,CC,3020103003,4,DIPA-CC,174000000000000.0,2016-12-5 00:00:00.000,9498600,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan ZMFL,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,EE,3020101003,1,DIPA-EE,171000000000000.0,2019-9-8 00:00:00.000,7802700,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan VBKN,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,AA,3020101003,3,DIPA-AA,191000000000000.0,2019-11-12 00:00:00.000,2831100,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,FF,3020104003,6,DIPA-FF,162000000000000.0,2016-7-17 00:00:00.000,8502000,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,FF,3020101003,5,DIPA-FF,196000000000000.0,2019-5-3 00:00:00.000,9064200,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan LBTT,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020105003,6,DIPA-GG,167000000000000.0,2017-8-19 00:00:00.000,8664400,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan BGPD,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020105003,1,DIPA-JJ,184000000000000.0,2020-11-12 00:00:00.000,9981000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,HH,3020101003,3,DIPA-HH,180000000000000.0,2018-6-28 00:00:00.000,1820400,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti UCAV,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,BB,3020101003,1,DIPA-BB,196000000000000.0,2017-8-7 00:00:00.000,7386800,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan ICZQ,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,JJ,3020101003,2,DIPA-JJ,171000000000000.0,2018-2-3 00:00:00.000,2914100,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,DD,3020103003,3,DIPA-DD,197000000000000.0,2018-8-24 00:00:00.000,4796600,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,II,3020103003,6,DIPA-II,182000000000000.0,2018-2-9 00:00:00.000,4671300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,EE,3020104003,1,DIPA-EE,197000000000000.0,2019-1-21 00:00:00.000,6083000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan RRKT,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,HH,3020102003,4,DIPA-HH,181000000000000.0,2016-12-17 00:00:00.000,5877600,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan BOOH,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,JJ,3020101003,6,DIPA-JJ,206000000000000.0,2019-8-21 00:00:00.000,5129300,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,AA,3020103003,4,DIPA-AA,163000000000000.0,2016-2-5 00:00:00.000,7705300,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Lampu,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,CC,3020103003,1,DIPA-CC,184000000000000.0,2017-3-1 00:00:00.000,7606500,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan XXXP,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,CC,3020103003,5,DIPA-CC,169000000000000.0,2017-3-4 00:00:00.000,3881600,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,BB,3020102003,2,DIPA-BB,210000000000000.0,2020-6-16 00:00:00.000,134000,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,II,3020101003,5,DIPA-II,186000000000000.0,2018-6-5 00:00:00.000,2762000,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Ganti Stiker Kaca,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,FF,3020101003,2,DIPA-FF,192000000000000.0,2020-9-2 00:00:00.000,563700,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020103003,4,DIPA-GG,209000000000000.0,2020-9-7 00:00:00.000,69100,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan YSQW,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020102003,2,DIPA-JJ,197000000000000.0,2016-6-16 00:00:00.000,7685900,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan WJRE,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,EE,3020105003,1,DIPA-EE,178000000000000.0,2016-3-9 00:00:00.000,1002000,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,GG,3020101003,2,DIPA-GG,185000000000000.0,2019-2-19 00:00:00.000,2261800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan ZDEL,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,JJ,3020105003,6,DIPA-JJ,193000000000000.0,2016-1-4 00:00:00.000,80900,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan PXPH,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,CC,3020103003,3,DIPA-CC,171000000000000.0,2016-7-21 00:00:00.000,8678000,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan NWLM,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,EE,3020105003,1,DIPA-EE,182000000000000.0,2019-11-14 00:00:00.000,9948200,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan GQSV,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,HH,3020102003,6,DIPA-HH,185000000000000.0,2017-5-26 00:00:00.000,6506200,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti MKHG,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,FF,3020102003,5,DIPA-FF,164000000000000.0,2018-6-16 00:00:00.000,1964300,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan XUPP,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,CC,3020103003,6,DIPA-CC,196000000000000.0,2020-1-10 00:00:00.000,2511200,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020104003,1,DIPA-HH,198000000000000.0,2016-7-9 00:00:00.000,3489500,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,JJ,3020104003,5,DIPA-JJ,193000000000000.0,2016-1-28 00:00:00.000,8449300,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,CC,3020105003,3,DIPA-CC,174000000000000.0,2018-7-3 00:00:00.000,5856500,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020102003,5,DIPA-HH,195000000000000.0,2016-11-10 00:00:00.000,7816900,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Ganti MBWV,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,DD,3020102003,4,DIPA-DD,160000000000000.0,2017-10-2 00:00:00.000,5446700,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti JQPN,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,FF,3020104003,6,DIPA-FF,173000000000000.0,2016-5-21 00:00:00.000,1843200,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan RHBZ,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,CC,3020104003,1,DIPA-CC,203000000000000.0,2018-12-2 00:00:00.000,4555100,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Cuci Mobil,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,HH,3020101003,1,DIPA-HH,184000000000000.0,2016-2-10 00:00:00.000,9038300,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan RHEZ,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,CC,3020103003,3,DIPA-CC,202000000000000.0,2019-3-25 00:00:00.000,1050600,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Perawatan TEZZ,Kementerian Lembaga (K/L),KANTOR CC,CC,\N,N
A,KEMENTERIAN A ,FF,3020104003,4,DIPA-FF,207000000000000.0,2016-6-21 00:00:00.000,6661900,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Aki,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,AA,3020102003,4,DIPA-AA,164000000000000.0,2017-1-27 00:00:00.000,8933400,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan LHRN,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,FF,3020101003,2,DIPA-FF,184000000000000.0,2019-11-11 00:00:00.000,6849800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan GNOE,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,GG,3020105003,4,DIPA-GG,179000000000000.0,2019-11-6 00:00:00.000,4672100,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Penggantian Radiator,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,HH,3020102003,6,DIPA-HH,188000000000000.0,2016-3-2 00:00:00.000,686900,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Cuci Mobil,Kementerian Lembaga (K/L),KANTOR HH,HH,\N,N
A,KEMENTERIAN A ,GG,3020104003,5,DIPA-GG,165000000000000.0,2018-5-21 00:00:00.000,8597100,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan WKFU,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,EE,3020105003,5,DIPA-EE,171000000000000.0,2019-4-21 00:00:00.000,682100,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,EE,3020103003,2,DIPA-EE,195000000000000.0,2018-6-21 00:00:00.000,1569900,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,EE,3020102003,4,DIPA-EE,207000000000000.0,2019-5-22 00:00:00.000,189700,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Kaca,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,JJ,3020104003,5,DIPA-JJ,196000000000000.0,2018-3-18 00:00:00.000,3232300,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan FSCG,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,AA,3020105003,5,DIPA-AA,187000000000000.0,2017-8-4 00:00:00.000,9571600,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan OGCN,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
A,KEMENTERIAN A ,EE,3020102003,6,DIPA-EE,203000000000000.0,2020-11-23 00:00:00.000,7945700,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan QILI,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,EE,3020104003,1,DIPA-EE,196000000000000.0,2017-9-7 00:00:00.000,9585600,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Radiator,Kementerian Lembaga (K/L),KANTOR EE,EE,\N,N
A,KEMENTERIAN A ,DD,3020101003,2,DIPA-DD,204000000000000.0,2018-12-28 00:00:00.000,9613100,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan VSLH,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,GG,3020103003,4,DIPA-GG,179000000000000.0,2018-12-15 00:00:00.000,4500200,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Perawatan DHZX,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,GG,3020105003,4,DIPA-GG,169000000000000.0,2018-3-2 00:00:00.000,6120600,523121,\N,3.02.01.02.003.00004,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,DD,3020103003,3,DIPA-DD,165000000000000.0,2018-3-26 00:00:00.000,6416200,523121,\N,3.02.01.02.003.00003,\N,\N,\N,\N,Ganti Stiker Kaca,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,JJ,3020105003,6,DIPA-JJ,205000000000000.0,2019-1-13 00:00:00.000,9956400,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan CZMM,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,II,3020102003,5,DIPA-II,193000000000000.0,2017-8-15 00:00:00.000,5560100,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Tambah Stiker,Kementerian Lembaga (K/L),KANTOR II,II,\N,N
A,KEMENTERIAN A ,GG,3020102003,2,DIPA-GG,198000000000000.0,2018-10-2 00:00:00.000,2355800,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Ganti Ban,Kementerian Lembaga (K/L),KANTOR GG,GG,\N,N
A,KEMENTERIAN A ,FF,3020105003,1,DIPA-FF,174000000000000.0,2016-6-9 00:00:00.000,6332100,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Ganti Oli,Kementerian Lembaga (K/L),KANTOR FF,FF,\N,N
A,KEMENTERIAN A ,DD,3020102003,5,DIPA-DD,160000000000000.0,2020-9-21 00:00:00.000,9350500,523121,\N,3.02.01.02.003.00005,\N,\N,\N,\N,Perawatan Rutin,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,JJ,3020101003,6,DIPA-JJ,175000000000000.0,2017-7-26 00:00:00.000,8211000,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Perawatan QRSC,Kementerian Lembaga (K/L),KANTOR JJ,JJ,\N,N
A,KEMENTERIAN A ,BB,3020102003,1,DIPA-BB,163000000000000.0,2018-11-22 00:00:00.000,2983200,523121,\N,3.02.01.02.003.00001,\N,\N,\N,\N,Perawatan LXYB,Kementerian Lembaga (K/L),KANTOR BB,BB,\N,N
A,KEMENTERIAN A ,DD,3020103003,6,DIPA-DD,201000000000000.0,2016-4-15 00:00:00.000,967600,523121,\N,3.02.01.02.003.00006,\N,\N,\N,\N,Pembayaran PKB,Kementerian Lembaga (K/L),KANTOR DD,DD,\N,N
A,KEMENTERIAN A ,AA,3020105003,2,DIPA-AA,192000000000000.0,2018-2-19 00:00:00.000,3318200,523121,\N,3.02.01.02.003.00002,\N,\N,\N,\N,Perawatan FIJW,Kementerian Lembaga (K/L),KANTOR AA,AA,\N,N
